1101,3.0,2006-06-21 22:47:52,280884
1610,5.0,2001-12-09 05:12:27,42567
1196,4.0,2015-12-15 12:03:22,171490
1101,3.5,2004-08-08 21:18:16,162786
1196,5.0,2017-02-07 11:47:05,62087
377,3.0,1996-08-01 09:49:23,184442
1196,5.0,2001-10-09 19:45:18,213790
1196,4.0,2017-10-29 20:15:26,46899
1196,5.0,2015-05-31 19:29:28,157306
2628,3.5,2013-03-03 20:33:37,141604
2628,5.0,2015-06-27 13:34:20,243680
356,4.5,2011-08-03 13:22:16,7750
356,5.0,1997-06-04 08:58:15,248286
3287,4.5,2018-02-12 14:17:15,93063
1101,3.0,2000-02-07 17:57:26,276462
1997,5.0,2005-11-09 10:29:40,258487
1196,4.0,1999-12-13 02:32:38,185619
356,4.0,2000-07-06 03:48:47,197270
1196,5.0,2017-04-11 07:14:51,202541
1918,2.5,2005-05-12 01:04:13,199663
356,4.5,2005-05-02 11:19:07,12859
356,4.0,2016-03-20 10:14:13,77707
2959,4.5,2009-01-12 02:08:13,5204
1997,4.0,2010-01-28 18:19:37,276528
1610,4.0,2008-02-19 08:19:13,249846
1772,3.0,2001-11-03 02:37:12,8354
377,3.0,1998-02-17 05:14:08,184947
798,3.0,1999-12-11 06:24:47,33526
356,5.0,2016-06-12 08:22:15,109086
1918,4.0,2001-09-10 21:11:14,176519
1918,3.0,2009-01-26 09:18:58,105173
377,3.0,2005-03-22 01:37:03,34046
2959,5.0,2004-07-20 02:50:57,120761
1610,5.0,2001-09-23 00:51:33,43855
1101,3.5,2005-05-30 13:50:44,67532
2959,5.0,2005-09-19 12:17:39,282217
2628,3.0,1999-12-27 15:16:28,131425
356,2.0,2018-02-12 13:40:33,93063
2959,4.5,2017-08-15 16:39:22,112611
2628,3.5,2007-01-22 10:45:20,269912
356,4.5,2011-05-01 07:14:13,105676
1918,3.0,2003-02-03 10:27:54,102565
175,3.0,1997-10-04 09:59:44,250147
2959,5.0,2017-07-13 04:55:24,121028
1997,4.0,2017-01-29 17:16:35,180042
356,2.0,2015-10-03 06:19:30,270363
356,4.0,1999-09-30 22:14:31,184636
1196,4.0,2016-06-30 02:43:55,25891
1997,4.0,1999-02-23 06:49:54,273575
278,3.0,2001-09-22 14:38:16,65226
1196,4.5,2017-01-10 18:36:51,265282
356,4.5,2017-05-18 18:52:55,128113
378,2.0,2018-01-15 20:03:26,68632
1196,4.5,2005-03-25 17:42:11,107937
1772,3.0,2017-12-03 17:54:51,100393
356,4.5,2017-05-05 13:00:50,141490
2628,1.0,2009-10-04 11:25:55,39365
1997,4.0,2005-09-17 04:13:56,46822
2959,3.0,2015-05-13 14:09:47,253842
356,1.5,2016-09-09 13:23:53,85002
377,4.0,2005-06-20 16:47:50,24495
175,2.0,1999-10-23 07:44:27,238576
1196,0.5,2015-03-18 18:46:34,184224
1918,3.0,2010-07-10 12:43:10,138614
356,5.0,1996-10-06 02:01:19,175223
2628,2.0,2009-05-31 09:18:05,142590
2959,5.0,2015-05-05 00:44:32,104688
2959,5.0,2008-06-13 12:38:36,146413
798,1.0,1997-02-08 16:30:13,53235
1918,4.0,1998-07-30 08:10:20,210806
2959,5.0,1999-12-15 16:32:44,256182
377,3.5,2008-01-14 18:12:19,26760
1196,3.0,2010-01-06 18:11:37,173338
356,5.0,1998-05-13 01:10:52,46789
377,4.0,1997-07-05 11:57:49,206561
2628,4.0,2007-02-04 16:33:39,48106
377,3.0,1996-08-28 05:34:02,281568
377,4.0,1996-07-19 09:15:12,94784
1101,2.5,2005-03-22 08:23:19,242587
377,3.0,1996-12-09 10:16:11,97455
356,4.0,2015-12-31 16:18:13,12405
1918,1.0,2001-03-04 02:19:13,189241
356,2.0,1998-02-17 07:04:54,213886
2959,5.0,2017-03-16 18:24:03,73615
356,3.0,1996-08-14 08:49:47,72336
356,5.0,1996-09-10 15:09:13,71471
1196,5.0,2005-04-22 17:29:59,280063
377,5.0,2001-06-21 23:09:57,199485
1610,4.0,2014-10-17 19:49:26,102793
377,4.0,2007-06-27 02:05:49,81804
356,1.5,2008-07-19 14:52:44,157785
356,3.0,2015-07-29 16:35:21,70103
356,5.0,2017-09-30 20:53:42,28953
356,4.0,2015-08-10 20:09:42,186926
377,5.0,1996-07-21 02:21:27,33353
1196,5.0,2001-01-30 16:28:38,101453
2959,5.0,2009-06-11 23:48:39,87663
3827,3.5,2007-10-29 11:05:42,242319
1997,3.0,2001-01-02 20:32:23,235397
1196,5.0,1998-12-20 17:20:09,148495
1196,4.0,1999-04-20 19:15:36,183392
1196,5.0,2015-10-22 00:50:34,222466
2628,1.0,2009-09-21 02:27:45,207069
1997,5.0,2002-09-24 15:21:19,176592
356,5.0,2017-10-01 10:28:03,69863
1196,4.5,2015-06-23 16:17:21,65908
175,5.0,2016-03-14 22:52:05,258767
2959,4.5,2015-07-28 12:14:35,64355
1196,4.5,2007-02-01 05:18:49,79414
2959,4.5,2017-05-24 08:26:27,95946
1196,5.0,1999-12-30 14:34:17,247267
1101,2.0,2017-09-29 12:15:22,272295
1101,4.0,2004-03-03 09:56:18,77120
1342,2.5,2003-11-23 19:57:10,96938
1101,2.5,2006-06-07 13:25:23,183273
1101,2.5,2017-06-04 17:11:03,46725
2959,3.0,2015-05-29 11:36:29,136675
1101,3.0,2009-01-09 16:53:40,40894
1196,5.0,2010-01-25 20:23:16,95781
1196,5.0,2015-12-21 23:28:07,206030
1196,5.0,2001-02-06 14:45:19,198828
2959,5.0,2005-02-04 19:58:27,130403
356,5.0,2015-11-03 16:21:38,258117
377,3.5,2005-10-31 15:02:08,249093
377,4.0,1996-06-27 06:14:50,171946
1196,5.0,2012-04-04 05:47:08,252908
356,4.5,2007-10-14 20:59:20,136393
356,4.0,2011-03-17 23:22:10,74450
1610,4.0,2006-02-01 11:32:07,187637
1918,2.0,2011-04-26 06:27:23,155557
2351,5.0,2000-05-09 12:34:16,160618
2628,5.0,1999-05-09 05:16:40,12058
377,4.0,2008-02-27 08:57:07,272626
2959,5.0,2000-10-13 15:59:15,244342
356,4.0,2005-03-25 00:43:10,179189
2959,3.0,2003-12-16 23:26:23,172158
2959,3.5,2004-02-19 20:38:30,45858
377,4.0,1997-06-04 05:24:45,139416
3037,3.5,2012-03-28 07:36:38,34705
377,5.0,1996-07-20 01:45:33,127037
2959,5.0,2015-10-17 13:40:46,232469
2959,5.0,2015-09-18 15:21:11,17084
377,3.0,1996-06-02 05:22:45,161902
1610,4.0,2005-02-11 21:21:44,149281
356,5.0,2002-09-01 12:18:58,121284
356,3.0,2015-08-17 01:52:31,25679
377,3.0,2005-12-20 19:39:42,136176
2959,4.5,2007-01-18 18:03:13,234915
1196,4.5,2013-08-11 21:16:56,107896
1997,3.5,2007-11-23 16:58:56,268496
377,2.5,2017-02-09 15:30:10,189760
1196,5.0,2001-01-17 21:55:14,119186
2628,3.5,2005-03-24 18:05:31,46946
1101,5.0,1999-12-12 23:04:11,178330
1196,5.0,2001-06-28 09:07:04,155829
2959,4.5,2016-09-15 08:56:10,257356
2959,3.5,2007-10-27 10:07:02,156226
1342,3.0,1998-07-26 20:22:04,233505
1196,4.5,2006-12-19 01:50:54,101487
2959,5.0,2016-10-18 14:42:03,124677
377,4.0,2010-09-20 02:44:07,146574
2628,4.5,2003-07-24 18:44:08,215223
2628,2.5,2005-06-12 18:03:56,141296
2959,4.0,2011-10-03 16:06:51,236945
1101,4.0,2005-05-08 21:02:14,30250
1918,4.5,2013-01-03 22:53:11,55412
2628,3.0,2003-03-10 12:33:10,51454
356,3.0,1996-09-06 15:02:42,24592
1610,3.0,2002-06-05 10:47:03,223554
1196,5.0,2000-11-28 11:34:52,87145
356,4.0,2007-07-23 11:51:51,183833
2959,5.0,2002-02-02 11:39:20,182518
356,3.0,2015-09-30 10:59:08,41365
1196,4.5,2016-04-10 21:39:09,43990
356,4.0,2016-07-07 19:30:06,223131
2959,5.0,2005-11-10 05:33:57,265089
356,5.0,2017-09-18 16:47:44,157128
2628,4.0,2003-03-27 17:55:58,14175
356,4.0,2001-09-10 20:25:36,19778
1101,4.0,1999-12-11 18:33:17,252866
356,4.0,2000-11-20 01:26:02,280285
1997,4.0,2017-05-08 09:29:25,82922
356,4.0,2007-06-11 21:15:18,275546
356,4.5,2017-02-04 17:25:28,188369
356,5.0,1997-05-29 14:11:39,143917
356,3.0,1996-11-11 11:15:17,253265
2959,4.0,2012-06-30 10:43:21,122828
175,4.5,2014-01-23 16:53:10,136028
1196,5.0,2005-08-03 09:41:50,262690
1196,3.0,2002-08-06 13:43:05,3586
356,5.0,2010-09-07 08:18:32,13108
2959,4.0,2010-01-12 15:41:04,59724
3827,3.0,2001-04-14 17:56:02,23672
1997,3.0,2010-07-16 19:39:36,268464
377,4.0,1997-01-23 10:36:06,61503
1196,5.0,2008-10-30 10:10:11,238227
1610,4.0,2000-04-25 14:17:10,118685
2959,3.0,2001-11-14 19:50:52,205254
1196,5.0,2001-12-19 13:45:10,282652
377,4.0,2000-01-27 18:37:09,243020
2959,4.5,2003-06-20 18:16:52,42586
1918,5.0,2002-08-10 10:25:01,217411
2959,5.0,2005-03-06 16:59:38,278045
1610,5.0,2000-04-20 16:38:42,191708
356,3.5,2012-07-30 12:09:02,255833
1997,3.0,2010-09-23 12:44:58,123411
2959,4.0,2012-07-20 15:03:06,84801
2959,5.0,2015-11-20 19:05:47,272840
356,5.0,2015-12-04 12:52:44,197963
798,3.0,1997-07-20 05:42:25,218114
2959,5.0,2008-11-04 16:36:38,14574
1196,4.0,2015-10-19 16:31:17,44756
175,5.0,2006-02-24 12:22:02,268819
356,5.0,2017-01-01 14:25:29,88403
356,3.0,2008-03-07 19:09:15,199760
1610,4.0,2004-05-24 13:00:47,225290
2959,5.0,2014-02-17 02:09:13,164028
2959,4.5,2013-11-28 06:05:38,188812
2959,5.0,2015-08-16 21:23:18,101172
377,5.0,2005-05-28 21:48:45,23128
356,5.0,2011-05-02 12:37:28,221589
2351,4.0,2004-11-01 20:57:17,10614
1997,5.0,2010-04-20 19:35:27,271183
1610,3.5,2008-10-28 22:29:30,209907
1610,4.0,2016-01-31 02:41:08,122915
2959,5.0,1999-11-07 17:03:07,63723
1196,4.5,2016-02-27 15:45:15,200589
175,4.0,1996-08-09 12:24:29,58338
2959,4.0,2010-11-28 09:21:07,128485
356,5.0,1996-06-12 20:40:43,220440
2959,5.0,2006-04-29 07:59:49,61789
1101,4.0,2016-12-27 22:10:25,33191
356,2.5,2006-01-07 16:52:11,136811
2959,4.5,2008-04-24 07:24:51,5
2628,3.0,2004-06-02 15:41:22,111718
1196,4.5,2004-02-05 08:05:28,190941
1196,5.0,2005-03-22 02:48:05,15634
2628,1.0,1999-12-16 14:43:07,219166
175,5.0,2001-06-09 18:15:45,160948
356,5.0,2000-11-14 21:49:18,48328
1101,4.0,2005-11-17 19:29:50,265582
356,4.0,2001-03-29 15:20:49,7418
1997,3.0,2008-04-28 02:41:13,198382
356,4.0,2017-05-09 21:23:30,224914
356,5.0,1999-12-13 23:57:22,75938
1101,4.5,2004-05-19 15:10:19,90982
1196,2.0,2002-01-02 02:35:32,156956
2628,1.5,2008-10-28 01:24:34,135948
2959,5.0,2009-09-10 12:47:39,163742
1101,3.0,2008-10-30 12:34:08,265509
1196,4.0,2000-07-07 15:27:48,212669
2628,3.0,2003-01-16 07:06:03,91682
2628,5.0,2001-06-19 23:58:44,82394
1610,3.5,2006-04-21 18:57:49,118288
356,4.0,1996-05-22 06:31:29,32295
1196,4.5,2015-09-15 20:22:20,71064
1196,4.0,2016-03-18 10:01:54,234658
2959,3.5,2015-03-08 03:30:35,213978
356,3.5,2015-09-19 04:04:05,82249
1610,3.5,2018-02-04 15:30:36,48421
1610,5.0,1999-10-05 04:10:13,59979
1196,5.0,1999-12-22 05:20:00,24492
356,5.0,2004-03-14 23:42:22,44155
1997,4.5,2017-02-12 13:58:26,93939
2959,5.0,2008-10-06 02:56:48,15808
1196,5.0,2002-01-07 15:39:47,69710
1101,2.0,1996-10-06 07:13:20,153007
1997,4.0,2003-01-07 03:09:22,152745
2959,5.0,2003-01-14 12:56:18,224981
356,5.0,1996-11-28 02:53:21,37450
1772,3.5,2009-05-19 20:58:58,191680
1196,4.0,2001-07-11 09:39:23,190122
1196,5.0,2004-09-10 23:25:35,93952
356,4.5,2004-06-21 18:15:00,114734
2959,3.5,2005-10-01 14:58:46,114945
2959,5.0,2016-10-16 15:06:33,162554
1196,3.0,2002-08-21 23:31:18,208827
1196,5.0,2013-01-30 09:45:14,18797
356,4.0,1996-11-26 07:23:31,249863
2959,3.5,2016-07-03 14:16:58,273932
1196,2.0,1999-12-30 11:07:51,150267
377,4.0,2000-05-23 08:31:21,179956
2628,1.0,2001-09-11 05:43:59,25707
356,4.5,2006-05-27 20:32:38,164207
356,5.0,2000-09-20 15:05:57,156326
3827,4.0,2000-11-19 12:29:54,110395
2959,3.0,2016-11-29 01:22:57,31430
2628,3.5,2011-09-03 19:46:03,191743
2959,5.0,2016-01-10 10:05:46,235752
356,4.0,1996-07-22 20:56:42,218586
377,3.0,2014-03-13 11:38:12,227792
2628,3.0,2002-03-30 18:07:21,59067
377,4.0,2001-04-03 20:08:58,20841
1101,4.0,1999-10-02 02:13:01,24902
2959,4.5,2005-11-19 18:04:26,177112
1196,3.5,2015-04-16 05:04:13,81582
2959,4.0,2015-04-03 23:56:31,193192
377,5.0,1996-09-04 04:42:40,241235
1918,3.5,2017-02-04 13:29:42,29383
798,2.5,2003-06-04 13:21:45,252143
2959,5.0,2005-01-30 19:54:23,69936
1101,2.5,2016-02-12 12:07:27,97911
377,4.5,2009-02-04 22:41:43,36190
1342,4.0,2003-06-18 13:55:25,137068
356,3.5,2010-11-27 15:31:56,76999
356,5.0,2008-11-28 19:17:27,4379
1196,4.0,2015-05-06 18:25:30,72459
356,4.0,1996-10-02 11:10:03,157304
2628,2.0,2007-10-12 05:42:53,198362
356,4.5,2005-01-12 11:34:41,107518
356,4.5,2008-03-24 13:17:50,154193
1997,3.0,2000-12-13 18:50:20,14682
2628,4.5,2003-06-14 11:43:32,232430
377,3.5,2018-04-03 00:59:56,104855
175,4.5,2005-03-29 15:13:41,93022
1101,3.0,2006-06-07 22:58:07,228225
1997,4.0,2015-08-09 02:16:13,92919
356,4.5,2011-03-12 09:55:07,220558
1101,3.0,1997-06-16 10:20:14,37548
377,1.0,1997-05-23 10:01:57,173231
1196,5.0,1998-04-01 05:07:06,141724
377,3.5,2004-10-06 06:15:34,200772
356,5.0,1999-11-30 05:27:36,79318
1610,3.0,2007-07-17 16:14:21,151177
377,4.0,2004-06-13 22:45:14,195711
1196,5.0,2000-07-10 18:06:38,94154
2959,4.0,2016-04-17 15:59:58,38299
1610,4.0,2005-03-27 22:03:15,245864
356,4.0,2017-03-15 17:11:12,79336
2959,5.0,2008-02-04 01:09:15,264221
2628,1.5,2010-10-17 21:17:41,197018
377,3.0,2001-06-25 15:36:38,87778
1101,3.0,2001-12-15 09:37:50,254130
798,4.0,2007-06-06 05:38:29,235865
1610,4.0,2014-05-23 15:23:39,187234
1610,4.0,2003-06-02 20:15:31,121430
1610,2.0,2006-06-16 19:19:56,155267
356,4.0,2008-06-23 09:08:37,2014
377,4.0,2007-12-04 21:46:00,221139
356,4.5,2016-07-23 20:34:37,40012
1997,2.0,2011-11-08 21:16:33,226089
2959,4.5,2008-02-24 20:41:58,119837
1196,5.0,1998-07-02 16:26:55,2395
377,4.0,1998-07-11 20:00:02,241107
1772,2.0,1999-12-28 12:27:19,28499
175,4.0,2005-04-18 00:16:35,150454
2959,5.0,2010-05-15 22:03:38,256933
1196,3.0,2001-01-02 17:30:19,81530
1196,5.0,2000-10-02 12:15:26,6513
377,2.0,2015-03-29 08:10:25,199294
2628,2.0,2003-03-03 13:42:02,206968
1610,4.0,1999-08-21 17:15:14,139369
1101,3.5,2017-10-02 15:18:46,42656
2628,3.5,2004-02-24 12:48:32,75121
356,4.5,2008-11-30 14:24:00,230164
378,3.0,1996-08-28 15:33:38,2204
2959,4.5,2016-02-03 05:42:45,100690
2628,2.0,2011-07-27 00:28:48,69292
377,2.0,2001-04-05 20:46:01,247882
1997,0.5,2012-06-15 18:32:14,167121
2959,4.0,2006-03-18 13:33:59,200615
1610,5.0,1999-03-26 14:50:03,177349
377,2.5,2006-11-12 18:26:52,183495
356,4.0,1996-07-24 02:46:55,223936
356,5.0,2003-01-16 08:21:24,72455
356,4.0,2015-10-09 17:59:51,175028
1997,3.5,2004-09-05 14:54:11,116364
356,4.5,2013-04-01 18:01:23,14100
1997,3.0,2016-11-11 21:47:24,162294
1101,4.0,2003-04-02 10:15:40,168003
3827,2.5,2003-06-11 14:18:34,271591
356,5.0,2000-04-26 16:55:39,262314
377,5.0,1996-07-14 12:35:42,83293
356,3.0,2006-06-28 03:35:19,271945
3827,4.0,2000-12-02 10:04:28,99135
1196,3.0,2011-03-03 16:06:01,274430
1997,3.0,2003-03-03 05:39:50,21876
1997,3.5,2015-11-09 20:15:41,134440
356,3.0,1996-08-04 16:48:37,252789
1610,4.5,2004-09-29 12:10:09,28941
377,3.0,2000-11-30 11:30:54,132149
1610,4.5,2008-11-28 19:24:21,204232
2628,5.0,1999-12-21 15:37:28,125548
1196,4.5,2005-09-24 18:25:46,254479
356,5.0,2012-07-26 17:44:08,123703
1196,4.0,1998-01-02 14:26:42,113241
356,4.5,2006-11-04 19:47:44,208886
2628,2.0,2015-05-29 22:09:00,190096
2959,4.5,2011-05-19 18:15:07,94365
2959,4.0,2000-11-22 23:08:02,272993
356,3.5,2015-11-21 15:06:19,168624
1997,5.0,2000-11-14 18:27:47,168170
356,3.5,2016-07-22 20:59:05,255414
1997,3.5,2006-05-22 17:13:40,4400
1196,5.0,1998-12-22 13:56:47,104014
1918,3.5,2005-03-22 22:23:01,40066
1101,2.5,2007-06-21 06:25:12,240634
1196,3.5,2015-12-16 12:56:19,133004
356,4.0,2012-05-17 06:33:27,204972
1918,3.0,1998-10-01 08:24:42,144288
356,4.0,2015-04-15 02:18:15,138166
1997,3.5,2008-04-06 06:27:35,277884
356,5.0,2000-06-20 03:23:59,167717
1610,0.5,2017-06-16 04:04:47,174033
3827,3.5,2016-01-12 09:22:58,180445
2959,4.0,2000-05-21 18:49:05,92001
356,5.0,1996-07-07 18:28:33,108333
1196,5.0,2004-02-27 20:40:04,269501
1101,4.0,2007-12-17 12:53:22,261224
377,3.0,1999-01-14 22:58:01,75105
2959,5.0,2005-04-03 11:03:46,106279
2959,4.0,2008-05-12 22:24:28,104074
2628,3.5,2004-05-24 21:00:41,84103
1196,5.0,2017-03-06 19:12:58,97191
2959,4.0,2004-09-03 09:22:40,183217
1196,4.0,2005-03-22 16:30:19,49860
1997,4.0,2000-06-20 10:57:31,1054
356,4.0,1996-09-23 06:03:53,28286
1196,5.0,2017-12-06 14:15:47,144822
2959,5.0,2015-10-12 20:28:29,238991
2959,5.0,2000-07-08 15:28:29,45930
356,5.0,1996-08-14 09:39:50,1831
2959,4.0,2017-10-07 14:40:31,235161
356,5.0,2016-05-01 13:29:58,138072
2628,2.0,2006-12-07 17:17:59,92877
377,4.0,2009-05-27 03:16:18,183366
1196,4.0,2016-08-12 09:18:34,16256
356,5.0,2016-08-14 12:50:53,8253
2628,3.0,1999-12-24 12:43:32,199304
2959,4.0,2018-05-08 04:37:28,84824
356,5.0,2013-02-05 15:21:36,34918
1610,4.0,2001-10-19 20:36:49,124317
1196,4.0,2002-09-09 07:26:05,36975
1196,3.5,2007-07-19 14:53:19,110561
1196,4.5,2007-12-20 09:13:27,243142
377,4.0,2000-08-05 00:47:09,115866
1196,4.5,2018-08-05 00:33:24,136002
2959,5.0,2016-11-17 18:02:02,265564
2959,5.0,2009-07-06 21:50:32,64431
356,5.0,1996-06-07 05:24:04,73672
377,3.0,1996-08-05 13:43:25,95122
2959,4.5,2015-09-06 05:46:57,254464
356,4.5,2004-05-21 12:25:55,121761
2959,5.0,2016-09-02 18:57:12,179815
377,5.0,1996-06-30 03:33:29,15042
175,4.0,2000-11-20 04:09:00,152666
356,4.0,1996-10-25 09:25:15,109877
377,1.0,2004-07-19 14:08:35,48006
356,4.0,1999-09-24 07:50:25,132532
377,3.5,2015-06-15 07:08:21,43636
1342,4.5,2008-04-17 09:18:55,33746
