movieId,rating,timestamp,userId
19,3,822873600,26999  
10,3,822873600,62137
2,4,822873600,26999
32,5,822873600,140002
50,5,822873600,150485
60,4,822959677,274913
23,1,822960055,274913
50,5,823185198,264347
48,3,823185215,264347
3,4,823185228,264347
42,2,823185231,264347
79,1,823185259,264347
47,5,823204126,272608
63,4,823204145,272608
65,2,823264617,32913
9,3,823264588,32913
38,1,823264609,32913
670,4,823514001,73082
11,5,823514015,73082
22,3,823514029,73082
34,5,823625078,62137
10,4,823776974,86098
17,5,823867611,200018
24,4,823878596,279316
19,3,823878601,279316
93,4,823878625,279316
52,4,823965641,131471
10,3,824133937,81295
32,5,824424887,122217
15,1,824424899,122217
10,4,824460085,199600
11,5,824460085,199600
16,3,824460094,199600
19,3,824741348,247551
10,3,824741352,247551
6,5,825000370,176781
31,4,825000371,176781
10,4,825001664,114695
41,4,825010460,230051
32,4,825010460,230051
94,4,825080155,154175
117,1,825080156,154175
14,1,825080157,154175
11,1,825080157,154175
62,5,825080159,154175
10,2,825360576,219221
65,5,825419474,39265
104,5,825419474,39265
92,3,825429481,264347
12,3,825491679,130266
38,3,825491680,130266
100,4,825491680,130266
19,2,825522165,52967
86,5,825581271,122494
520,2,825638400,126810
542,2,825638400,126810
463,2,825638400,266738
414,3,825638400,266738
252,3,825638400,36358
489,2,825638400,266738
481,2,825638400,126810
442,2,825638400,266738
383,2,825638400,178331
487,2,825638400,126810
466,3,825638400,51956
511,2,825638400,126810
485,2,825638400,266738
488,3,825638400,266738
265,3,825638400,219221
431,3,825638400,266738
507,3,825638400,178331
515,3,825638400,39797
491,3,825638400,266738
417,3,825638400,39797
380,3,825638400,39797
520,3,825638400,266738
440,3,825638400,62137
367,3,825638400,51956
349,4,825638400,207367
288,4,825638400,219576
253,4,825638400,51956
534,4,825638400,219576
508,4,825638400,10031
223,4,825638400,219576
265,4,825638400,51956
357,4,825638400,70585
377,4,825638400,207367
459,4,825638400,126810
500,4,825638400,266738
497,4,825638400,39797
452,4,825638400,219221
537,4,825638400,62137
440,4,825638400,51956
538,4,825638400,266738
357,4,825638400,4769
380,4,825638400,51956
345,5,825638400,67888
300,5,825638400,126796
471,5,825638400,126796
329,5,825638400,207367
334,5,825638400,126796
256,4,825638400,129969
589,5,825638400,247032
246,5,825638400,126796
597,5,825638400,126796
440,4,825638400,176889
431,4,825638400,219576
412,5,825638400,178331
306,5,825638400,126796
288,1,825638400,219221
540,1,825638400,266738
527,5,825638400,176889
273,1,825638400,219221
521,5,825638400,62137
506,5,825638400,178331
535,5,825638400,126796
527,5,825638400,4769
246,5,825638400,36358
315,1,825638400,4769
158,4,825668579,222736
253,4,825668579,222736
208,5,825668580,222736
88,2,825692922,277589
2,4,825692923,277589
261,2,825789152,52967
292,3,825789152,52967
60,3,825789152,52967
318,3,825789868,207367
272,5,825789868,207367
157,4,825790158,207367
158,3,825810342,140002
296,5,825864344,79272
338,3,825868150,207367
135,4,825878741,247551
45,4,825937434,256100
47,5,825951988,173182
62,5,825951988,173182
2,4,826012343,33254
11,4,826012343,33254
36,5,826012343,33254
5,4,826013680,33254
294,5,826014169,33254
153,4,826038523,36358
213,5,826038524,36358
339,2,826038526,36358
306,4,826192010,36873
235,4,826192010,36873
16,4,826293452,112840
216,5,826294656,112840
186,3,826294657,112840
196,4,826294657,112840
312,4,826294658,112840
19,2,826319342,230051
235,4,826319343,230051
331,3,826319345,230051
186,4,826325622,150485
265,5,826325622,150485
47,4,826437941,147667
610,4,826467130,277737
111,5,826467130,277737
50,5,826529779,59790
181,4,826621076,112840
300,4,826621076,112840
45,3,826623587,134888
4,5,826623588,134888
19,4,826643071,260252
253,2,826643694,89191
185,4,826643694,89191
34,5,826643990,280256
52,4,826643991,280256
36,4,826644155,280256
224,4,826687651,264198
38,5,826745069,153050
236,4,826745191,263084
340,4,826745192,263084
272,5,826745192,263084
11,5,826760834,235694
153,5,826761518,235694
6,5,826776174,11567
149,2,826777218,11567
158,4,826777218,11567
306,4,826777219,11567
290,4,826777219,11567
235,4,826781598,120754
318,5,826781598,120754
296,5,826781598,120754
308,5,826781598,120754
227,3,826794310,173182
71,2,826794310,173182
39,5,826794310,173182
157,1,826794310,173182
44,2,826794311,173182
234,3,826816194,270185
225,4,826816194,270185
196,4,826816195,270185
300,5,826816195,270185
10,4,826816941,270185
25,3,826821597,52967
276,4,826824386,21461
265,5,826824386,21461
235,1,826824386,21461
10,3,826876040,72991
25,4,826876041,72991
289,4,826882258,243846
39,5,826882258,243846
277,5,826895061,153050
25,4,826930837,43813
36,5,826930837,43813
318,4,826931171,43813
36,3,826962493,45620
19,2,826962728,45620
87,3,826962728,45620
63,1,826963401,45620
339,4,826965530,147667
329,4,826965796,147667
22,4,826965796,147667
255,1,826965796,147667
186,3,826966263,142223
193,3,826975795,43813
288,4,826975795,43813
25,5,827052129,205648
5,4,827061981,88006
17,5,827061982,88006
92,4,827098435,205354
100,4,827098435,205354
10,3,827098665,205354
110,5,827098665,205354
17,5,827098665,205354
621,5,827136571,270919
263,5,827136971,270919
86,4,827140038,170205
300,5,827174175,147667
5,5,827177003,141150
96,5,827177225,141150
68,5,827210650,141150
